group_id,group_name,n_classes,member_jet_labels,member_class_names,contraction_applied_at_this_rung,stream_share_nominal,stream_share_exact_lower_bound,stream_share_exact_upper_bound,reweighting_groups_touched,n_reweighting_groups_touched,contains_b_and_s_class,physics_rationale
47,label_X_YY_ssss,1,48,label_X_YY_ssss,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
48,label_X_YY_ssqq,1,49,label_X_YY_ssqq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
49,label_X_YY_ssgg,1,50,label_X_YY_ssgg,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008661758336942398,0,0.03464703334776959,label_X_YY_QQgg,1,0,"Native JetClass-II class, unchanged from L188."
50,label_X_YY_ssee,1,51,label_X_YY_ssee,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.011549011115923198,0,0.09239208892738558,label_X_YY_QQll,1,0,"Native JetClass-II class, unchanged from L188."
51,label_X_YY_ssmm,1,52,label_X_YY_ssmm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.011549011115923198,0,0.09239208892738558,label_X_YY_QQll,1,0,"Native JetClass-II class, unchanged from L188."
52,label_X_YY_sstauhtaue,1,53,label_X_YY_sstauhtaue,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0028872527789807994,0,0.023098022231846396,label_X_YY_QQtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
53,label_X_YY_sstauhtaum,1,54,label_X_YY_sstauhtaum,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0028872527789807994,0,0.023098022231846396,label_X_YY_QQtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
54,label_X_YY_sstauhtauh,1,55,label_X_YY_sstauhtauh,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005774505557961599,0,0.023098022231846396,label_X_YY_QQtauhtauh,1,0,"Native JetClass-II class, unchanged from L188."
55,label_X_YY_ssb,1,56,label_X_YY_ssb,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,1,"Native JetClass-II class, unchanged from L188."
56,label_X_YY_ssc,1,57,label_X_YY_ssc,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class, unchanged from L188."
57,label_X_YY_sss,1,58,label_X_YY_sss,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class, unchanged from L188."
58,label_X_YY_ssq,1,59,label_X_YY_ssq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class, unchanged from L188."
59,label_X_YY_ssg,1,60,label_X_YY_ssg,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.0028872527789807994,label_X_YY_QQg,1,0,"Native JetClass-II class, unchanged from L188."
60,label_X_YY_sse,1,61,label_X_YY_sse,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.005774505557961599,label_X_YY_QQl,1,0,"Native JetClass-II class, unchanged from L188."
61,label_X_YY_ssm,1,62,label_X_YY_ssm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.005774505557961599,label_X_YY_QQl,1,0,"Native JetClass-II class, unchanged from L188."
62,label_X_YY_qqqq,1,63,label_X_YY_qqqq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
63,label_X_YY_qqgg,1,64,label_X_YY_qqgg,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008661758336942398,0,0.03464703334776959,label_X_YY_QQgg,1,0,"Native JetClass-II class, unchanged from L188."
64,label_X_YY_qqee,1,65,label_X_YY_qqee,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.011549011115923198,0,0.09239208892738558,label_X_YY_QQll,1,0,"Native JetClass-II class, unchanged from L188."
65,label_X_YY_qqmm,1,66,label_X_YY_qqmm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.011549011115923198,0,0.09239208892738558,label_X_YY_QQll,1,0,"Native JetClass-II class, unchanged from L188."
66,label_X_YY_qqtauhtaue,1,67,label_X_YY_qqtauhtaue,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0028872527789807994,0,0.023098022231846396,label_X_YY_QQtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
67,label_X_YY_qqtauhtaum,1,68,label_X_YY_qqtauhtaum,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0028872527789807994,0,0.023098022231846396,label_X_YY_QQtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
68,label_X_YY_qqtauhtauh,1,69,label_X_YY_qqtauhtauh,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005774505557961599,0,0.023098022231846396,label_X_YY_QQtauhtauh,1,0,"Native JetClass-II class, unchanged from L188."
69,label_X_YY_qqb,1,70,label_X_YY_qqb,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class, unchanged from L188."
70,label_X_YY_qqc,1,71,label_X_YY_qqc,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class, unchanged from L188."
71,label_X_YY_qqs,1,72,label_X_YY_qqs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class, unchanged from L188."
72,label_X_YY_qqq,1,73,label_X_YY_qqq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class, unchanged from L188."
73,label_X_YY_qqg,1,74,label_X_YY_qqg,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.0028872527789807994,label_X_YY_QQg,1,0,"Native JetClass-II class, unchanged from L188."
74,label_X_YY_qqe,1,75,label_X_YY_qqe,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.005774505557961599,label_X_YY_QQl,1,0,"Native JetClass-II class, unchanged from L188."
75,label_X_YY_qqm,1,76,label_X_YY_qqm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.005774505557961599,label_X_YY_QQl,1,0,"Native JetClass-II class, unchanged from L188."
