group_id,group_name,n_classes,member_jet_labels,member_class_names,contraction_applied_at_this_rung,stream_share_nominal,stream_share_exact_lower_bound,stream_share_exact_upper_bound,reweighting_groups_touched,n_reweighting_groups_touched,contains_b_and_s_class,physics_rationale
10,34P_QQtauhtaul_b,2,22-23,label_X_YY_bbtauhtaue label_X_YY_bbtauhtaum,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.005774505557961599,0,0.023098022231846396,label_X_YY_QQtauhtaul,1,0,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_QQtauhtaul; R=45 restores one level of quark flavour, namely b-content."
11,34P_QQtauhtauh_b,1,24,label_X_YY_bbtauhtauh,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.005774505557961599,0,0.023098022231846396,label_X_YY_QQtauhtauh,1,0,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_QQtauhtauh; R=45 restores one level of quark flavour, namely b-content."
12,34P_QQQ_b,10,"25-28,41,56,70,127-129",label_X_YY_bbb label_X_YY_bbc label_X_YY_bbs label_X_YY_bbq label_X_YY_ccb label_X_YY_ssb label_X_YY_qqb label_X_YY_bcs label_X_YY_bcq label_X_YY_bsq,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,1,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_QQQ; R=45 restores one level of quark flavour, namely b-content."
13,34P_QQg_b,1,29,label_X_YY_bbg,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0007218131947451999,0,0.0028872527789807994,label_X_YY_QQg,1,0,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_QQg; R=45 restores one level of quark flavour, namely b-content."
14,34P_QQl_b,2,30-31,label_X_YY_bbe label_X_YY_bbm,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0014436263894903997,0,0.005774505557961599,label_X_YY_QQl,1,0,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_QQl; R=45 restores one level of quark flavour, namely b-content."
15,34P_QQQQ_nob,11,"32-34,48-49,63,116-117,121-122,125",label_X_YY_cccc label_X_YY_ccss label_X_YY_ccqq label_X_YY_ssss label_X_YY_ssqq label_X_YY_qqqq label_X_YY_qqqc label_X_YY_qqqs label_X_YY_ccsq label_X_YY_sscq label_X_YY_qqcs,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.09239208892738558,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQQQ; R=45 restores one level of quark flavour, namely b-content."
16,34P_QQgg_nob,3,"35,50,64",label_X_YY_ccgg label_X_YY_ssgg label_X_YY_qqgg,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.025985275010827195,0,0.03464703334776959,label_X_YY_QQgg,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQgg; R=45 restores one level of quark flavour, namely b-content."
17,34P_QQll_nob,6,"36-37,51-52,65-66",label_X_YY_ccee label_X_YY_ccmm label_X_YY_ssee label_X_YY_ssmm label_X_YY_qqee label_X_YY_qqmm,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.06929406669553918,0,0.09239208892738558,label_X_YY_QQll,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQll; R=45 restores one level of quark flavour, namely b-content."
18,34P_QQtauhtaul_nob,6,"38-39,53-54,67-68",label_X_YY_cctauhtaue label_X_YY_cctauhtaum label_X_YY_sstauhtaue label_X_YY_sstauhtaum label_X_YY_qqtauhtaue label_X_YY_qqtauhtaum,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.017323516673884796,0,0.023098022231846396,label_X_YY_QQtauhtaul,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQtauhtaul; R=45 restores one level of quark flavour, namely b-content."
19,34P_QQtauhtauh_nob,3,"40,55,69",label_X_YY_cctauhtauh label_X_YY_sstauhtauh label_X_YY_qqtauhtauh,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.017323516673884796,0,0.023098022231846396,label_X_YY_QQtauhtauh,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQtauhtauh; R=45 restores one level of quark flavour, namely b-content."
20,34P_QQQ_nob,10,"42-44,57-59,71-73,130",label_X_YY_ccc label_X_YY_ccs label_X_YY_ccq label_X_YY_ssc label_X_YY_sss label_X_YY_ssq label_X_YY_qqc label_X_YY_qqs label_X_YY_qqq label_X_YY_csq,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQQ; R=45 restores one level of quark flavour, namely b-content."
21,34P_QQg_nob,3,"45,60,74",label_X_YY_ccg label_X_YY_ssg label_X_YY_qqg,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0021654395842355995,0,0.0028872527789807994,label_X_YY_QQg,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQg; R=45 restores one level of quark flavour, namely b-content."
22,34P_QQl_nob,6,"46-47,61-62,75-76",label_X_YY_cce label_X_YY_ccm label_X_YY_sse label_X_YY_ssm label_X_YY_qqe label_X_YY_qqm,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.004330879168471199,0,0.005774505557961599,label_X_YY_QQl,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQl; R=45 restores one level of quark flavour, namely b-content."
23,34P_gggg,1,77,label_X_YY_gggg,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.004330879168471199,0.004330879168471199,0.004330879168471199,label_X_YY_gggg,1,0,"Reweighting group label_X_YY_gggg kept whole at R=45. b-content cannot be resolved here: the group contains no b quark, or every member contains one."
24,34P_ggll,2,78-79,label_X_YY_ggee label_X_YY_ggmm,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.023098022231846396,0.023098022231846396,0.023098022231846396,label_X_YY_ggll,1,0,"Reweighting group label_X_YY_ggll kept whole at R=45. b-content cannot be resolved here: the group contains no b quark, or every member contains one."
25,34P_ggtauhtaul,2,80-81,label_X_YY_ggtauhtaue label_X_YY_ggtauhtaum,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.005774505557961599,0.005774505557961599,0.005774505557961599,label_X_YY_ggtauhtaul,1,0,"Reweighting group label_X_YY_ggtauhtaul kept whole at R=45. b-content cannot be resolved here: the group contains no b quark, or every member contains one."
26,34P_ggtauhtauh,1,82,label_X_YY_ggtauhtauh,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.005774505557961599,0.005774505557961599,0.005774505557961599,label_X_YY_ggtauhtauh,1,0,"Reweighting group label_X_YY_ggtauhtauh kept whole at R=45. b-content cannot be resolved here: the group contains no b quark, or every member contains one."
27,34P_Qgg_b,1,83,label_X_YY_ggb,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0007218131947451999,0,0.0028872527789807994,label_X_YY_Qgg,1,0,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_Qgg; R=45 restores one level of quark flavour, namely b-content."
28,34P_Qgg_nob,3,84-86,label_X_YY_ggc label_X_YY_ggs label_X_YY_ggq,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0021654395842355995,0,0.0028872527789807994,label_X_YY_Qgg,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_Qgg; R=45 restores one level of quark flavour, namely b-content."
29,34P_ggg,1,87,label_X_YY_ggg,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0008661758336942399,0.0008661758336942399,0.0008661758336942399,label_X_YY_ggg,1,0,"Reweighting group label_X_YY_ggg kept whole at R=45. b-content cannot be resolved here: the group contains no b quark, or every member contains one."
30,34P_ggl,2,88-89,label_X_YY_gge label_X_YY_ggm,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0014436263894903997,0.0014436263894903997,0.0014436263894903997,label_X_YY_ggl,1,0,"Reweighting group label_X_YY_ggl kept whole at R=45. b-content cannot be resolved here: the group contains no b quark, or every member contains one."
31,34P_Qll_b,2,"90,95",label_X_YY_bee label_X_YY_bmm,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0017323516673884798,0,0.006929406669553919,label_X_YY_Qll,1,0,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_Qll; R=45 restores one level of quark flavour, namely b-content."
32,34P_Qll_nob,6,"91-93,96-98",label_X_YY_cee label_X_YY_see label_X_YY_qee label_X_YY_cmm label_X_YY_smm label_X_YY_qmm,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.00519705500216544,0,0.006929406669553919,label_X_YY_Qll,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_Qll; R=45 restores one level of quark flavour, namely b-content."
33,34P_gll,2,"94,99",label_X_YY_gee label_X_YY_gmm,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0017323516673884798,0.0017323516673884798,0.0017323516673884798,label_X_YY_gll,1,0,"Reweighting group label_X_YY_gll kept whole at R=45. b-content cannot be resolved here: the group contains no b quark, or every member contains one."
34,34P_Qtauhtaul,8,"100-103,105-108",label_X_YY_btauhtaue label_X_YY_ctauhtaue label_X_YY_stauhtaue label_X_YY_qtauhtaue label_X_YY_btauhtaum label_X_YY_ctauhtaum label_X_YY_stauhtaum label_X_YY_qtauhtaum,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0010394110004330879,0.0010394110004330879,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Reweighting group label_X_YY_Qtauhtaul kept whole at R=45. b-content NOT resolved here: this group's b-subset carries the smallest nominal stream share of any splittable group (0.0260% of the training stream), so the split would be the least populated in the vocabulary; dropping exactly this one split is what makes the group count exactly 45."
35,34P_gtauhtaul,2,"104,109",label_X_YY_gtauhtaue label_X_YY_gtauhtaum,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.00025985275010827197,0.00025985275010827197,0.00025985275010827197,label_X_YY_gtauhtaul,1,0,"Reweighting group label_X_YY_gtauhtaul kept whole at R=45. b-content cannot be resolved here: the group contains no b quark, or every member contains one."
36,34P_Qtauhtauh_b,1,110,label_X_YY_btauhtauh,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0003464703334776959,0,0.0013858813339107836,label_X_YY_Qtauhtauh,1,0,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_Qtauhtauh; R=45 restores one level of quark flavour, namely b-content."
37,34P_Qtauhtauh_nob,3,111-113,label_X_YY_ctauhtauh label_X_YY_stauhtauh label_X_YY_qtauhtauh,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0010394110004330877,0,0.0013858813339107836,label_X_YY_Qtauhtauh,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_Qtauhtauh; R=45 restores one level of quark flavour, namely b-content."
38,34P_gtauhtauh,1,114,label_X_YY_gtauhtauh,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0003464703334776959,0.0003464703334776959,0.0003464703334776959,label_X_YY_gtauhtauh,1,0,"Reweighting group label_X_YY_gtauhtauh kept whole at R=45. b-content cannot be resolved here: the group contains no b quark, or every member contains one."
39,34P_QQlv_b,4,"131,133,137,139",label_X_YY_bcev label_X_YY_bqev label_X_YY_bcmv label_X_YY_bqmv,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.015398681487897596,0,0.04619604446369279,label_X_YY_QQlv,1,0,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_QQlv; R=45 restores one level of quark flavour, namely b-content."
40,34P_QQlv_nob,8,"132,134-136,138,140-142",label_X_YY_csev label_X_YY_cqev label_X_YY_sqev label_X_YY_qqev label_X_YY_csmv label_X_YY_cqmv label_X_YY_sqmv label_X_YY_qqmv,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.030797362975795193,0,0.04619604446369279,label_X_YY_QQlv,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQlv; R=45 restores one level of quark flavour, namely b-content."
41,34P_QQtaulv_b,4,"143,145,149,151",label_X_YY_bctauev label_X_YY_bqtauev label_X_YY_bctaumv label_X_YY_bqtaumv,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.0028872527789807994,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_QQtaulv; R=45 restores one level of quark flavour, namely b-content."
42,34P_QQtaulv_nob,8,"144,146-148,150,152-154",label_X_YY_cstauev label_X_YY_cqtauev label_X_YY_sqtauev label_X_YY_qqtauev label_X_YY_cstaumv label_X_YY_cqtaumv label_X_YY_sqtaumv label_X_YY_qqtaumv,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.005774505557961599,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQtaulv; R=45 restores one level of quark flavour, namely b-content."
43,34P_QQtauhv_b,2,"155,157",label_X_YY_bctauhv label_X_YY_bqtauhv,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.009624175929936,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"At least one b quark among the hadronic prongs: b-hadron decay length gives displaced secondary vertices resolvable inside a large-R jet. Reweighting group label_X_YY_QQtauhv; R=45 restores one level of quark flavour, namely b-content."
44,34P_QQtauhv_nob,4,"156,158-160",label_X_YY_cstauhv label_X_YY_cqtauhv label_X_YY_sqtauhv label_X_YY_qqtauhv,"(i) quark flavour, partially: b-content resolved, c/s/light merged",0.019248351859872,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"No b quark among the hadronic prongs; c/s/light and gluon flavour still contracted. Reweighting group label_X_YY_QQtauhv; R=45 restores one level of quark flavour, namely b-content."
